Product_id,Product_weight,Product_fat,Product_type,Product_MRP,Product_%discount
885,6.52,2,15,375.66,20
886,1.21,3,23,155.01,
887,8.89,2,20,87.25,18
888,7.98,1,24,221.18,
889,2.3,3,17,238.02,14
890,8.82,3,18,93.84,5
891,6.58,3,9,375.6,19
892,2.46,3,29,282.07,
893,7.93,2,10,73.05,20
894,2.61,0,5,381.58,6
895,5.27,2,10,140.91,19
896,1.93,2,14,49.2,17
897,1.13,3,1,284.14,11
898,7.64,1,23,372.15,1
899,8.57,0,28,128.84,4
900,3.81,2,15,209.85,
901,0.17,2,4,245.93,1
902,5.2,0,7,181.65,18
903,4.49,0,25,299.3,2
904,3.28,2,13,280.64,20
905,3.49,0,26,343.34,12
906,3.76,1,21,387.71,
907,9.64,2,5,197.78,9
908,1.02,3,24,263.33,
909,1.03,1,8,325.46,
910,4.48,0,11,93.26,
911,9.08,1,3,140.67,18
912,6.93,0,12,365.21,9
913,2.41,0,7,172.97,12
914,4.84,1,28,352.99,1
915,4.97,3,13,215.1,
916,5.28,3,10,183.7,14
917,8.07,1,9,79.75,19
918,5.69,0,2,365.79,5
919,0.41,2,28,92.66,
920,4.91,2,17,354.42,8
921,7.29,1,18,148.7,13
922,6.89,3,2,229.48,18
923,2.99,1,19,256.89,20
924,1.32,2,0,64.26,14
925,8.11,1,4,1.6,4
926,6.37,1,4,60.59,20
927,3.18,1,0,45.52,1
928,4.14,2,7,227.22,2
929,5.12,3,5,102.64,18
930,7.69,1,15,77.98,
931,2.03,3,25,305.73,12
932,6.03,3,23,125.84,0
933,8.88,3,23,196.69,11
934,1.15,1,4,250.55,3
935,3.91,0,2,64.85,18
936,7.15,1,5,115.26,
937,3.26,0,18,261.05,19
938,2.99,1,12,109.03,0
939,9.02,1,11,213.52,4
940,0.87,1,11,192.34,17
941,3.99,0,7,171.53,6
942,8.81,0,17,121.46,
943,0.62,1,26,4.56,1
944,5.08,2,28,228.37,18
945,5.56,0,19,282.44,
946,4.91,2,23,33.41,1
947,1.33,2,5,164.33,14
948,5.36,1,21,66.01,7
949,9.55,2,28,320.97,20
950,2.88,1,29,371.58,
951,5.44,1,5,19.65,6
952,2.97,1,7,80.07,
953,0.69,3,1,395.2,8
954,3.41,1,18,112.3,
955,9.85,0,9,37.38,8
956,4.56,0,21,2.78,
957,4.35,2,26,316.5,
958,3.06,2,11,312.73,14
959,0.28,3,5,379.14,19
960,7.77,3,11,212.59,
961,2.6,0,24,235.76,1
962,9.5,2,19,307.86,19
963,6.48,0,30,69.82,
964,7.67,0,25,87.7,17
965,1.15,2,12,393.8,10
966,0.78,3,15,270.09,
967,3.73,0,6,179.3,8
968,9.09,3,19,22.77,1
969,4.21,2,18,186.14,0
970,1.85,2,18,333.64,
971,2.14,0,0,19.81,
972,0.29,1,22,110.49,
973,1.69,2,12,340.91,15
974,6.14,2,4,82.97,2
975,2.03,3,30,155.81,
976,1.92,3,17,86.9,18
977,2.97,0,17,12.22,19
978,4.59,1,30,204.78,8
979,8.51,2,15,29.16,
980,7.95,3,2,340.61,2
981,3.68,3,28,185.92,20
982,8.12,0,0,104.94,3
983,1.13,1,19,397.23,18
984,1.94,3,17,186.57,
985,9.09,3,30,1.29,
986,9.26,0,11,88.5,0
987,2.34,1,9,386.35,
988,3.82,2,27,3.13,19
989,0.31,1,23,184.91,9
990,6.63,2,21,304.45,
991,2.12,2,22,157.97,6
992,3.95,2,0,233.83,13
993,6.67,1,0,200.21,2
994,8.04,0,0,254.47,9
995,1.09,1,9,189.7,4
996,6.91,0,5,253.33,
997,2.08,3,8,109.95,16
998,7.42,0,3,265.22,17
999,8.85,0,16,170.54,
1000,2.12,3,0,96.67,6
1001,6.52,0,8,153.26,
1002,9.69,0,11,325.38,
1003,2.45,3,0,109.59,13
1004,4.61,2,29,53.14,2
1005,1.71,0,21,236.8,16
1006,9.56,0,14,86.42,
1007,8.27,2,25,259.1,11
1008,2.84,3,6,324.18,18
1009,2.36,2,19,339.77,13
1010,8.47,0,17,227.11,12
1011,5.55,0,9,51.92,12
1012,6.35,2,16,145.5,7
1013,0.92,0,26,33.13,
1014,5.26,1,0,183.06,19
1015,2.77,2,3,252.09,4
1016,0.45,1,26,172.45,
1017,8.71,0,29,112.47,0
1018,5.06,0,26,39.16,3
1019,4.95,0,17,120.8,
1020,0.78,1,8,330.5,
1021,9.94,3,6,145.87,10
1022,2.05,1,21,386.7,1
1023,5.39,3,22,195.05,6
1024,4.95,2,18,129.34,5
1025,2.31,2,19,134.8,2
1026,0.19,1,11,344.94,9
1027,6.86,2,5,81.52,7
1028,4.5,0,30,40.56,18
1029,9.95,0,17,89.69,7
1030,7.76,0,2,345.63,8
1031,7.84,1,24,263.58,
1032,2.84,1,9,140.29,
1033,4.57,2,11,119.33,15
1034,0.69,0,6,282.65,19
1035,8.31,3,15,123.29,18
1036,4.38,3,2,215.38,
1037,7.07,2,15,34.5,
1038,8.09,1,25,25.21,7
1039,0.42,0,13,376.3,7
1040,9.62,3,5,333.58,
1041,8.09,2,3,265.33,
1042,8.23,1,12,95.04,7
1043,8.4,2,19,122.29,19
1044,1.33,0,22,78.14,20
1045,9.65,1,28,293.38,17
1046,6.1,1,25,308.11,
1047,4.39,0,23,307.71,19
1048,5.86,2,6,245.83,
1049,4.66,3,9,396.87,9
1050,0.6,1,4,180.04,
1051,2.31,1,12,204.46,13
1052,7.06,1,21,10.17,15
1053,8.0,2,29,110.86,9
1054,4.69,3,18,95.36,
1055,7.78,3,27,300.93,18
1056,4.54,3,19,147.15,
1057,5.87,3,23,0.66,20
1058,4.57,2,9,241.36,5
1059,7.47,0,29,208.45,7
1060,3.74,2,25,126.68,
1061,6.11,2,7,150.11,8
1062,1.56,3,14,305.83,
1063,2.67,1,4,180.81,18
1064,1.98,1,8,66.72,1
1065,6.76,2,20,363.47,8
1066,2.94,2,0,138.65,5
1067,3.03,0,18,48.52,6
1068,5.1,1,2,152.22,9
1069,6.32,2,18,281.44,10
1070,6.34,3,26,377.41,11
1071,5.15,2,0,166.64,
1072,0.64,1,28,118.1,
1073,1.43,1,23,11.1,5
1074,2.44,1,10,37.88,5
1075,0.61,0,27,177.21,4
1076,1.19,2,20,195.84,
1077,6.47,2,4,270.01,13
1078,0.87,1,9,67.03,14
1079,8.48,2,9,185.16,
1080,4.61,1,17,124.73,
1081,1.19,0,13,244.94,
1082,5.16,1,10,261.78,0
1083,8.56,2,2,148.68,15
1084,4.69,0,29,26.65,3
1085,9.24,3,2,163.58,0
1086,0.95,3,6,150.81,11
1087,7.99,0,6,83.48,4
1088,7.73,2,3,145.2,
1089,5.61,3,10,381.02,
1090,2.18,0,6,40.47,
1091,8.62,3,7,81.18,16
1092,0.6,0,27,49.04,
1093,4.47,0,27,380.46,7
1094,1.69,2,20,25.09,3
1095,8.68,2,5,341.71,4
1096,3.93,3,15,298.66,15
1097,5.77,2,24,287.26,19
1098,9.35,2,30,361.23,9
1099,4.32,2,3,220.06,
1100,7.39,2,3,378.21,
1101,3.28,1,25,297.66,4
1102,4.64,3,30,206.18,
1103,5.57,1,15,86.38,16
1104,0.11,1,4,290.34,
1105,9.84,2,29,221.42,2
1106,6.45,2,29,119.79,4
1107,2.63,1,11,200.87,11
1108,1.95,3,1,15.82,1
1109,5.48,0,13,138.38,3
1110,7.73,3,18,131.3,0
1111,6.14,0,22,2.63,
1112,1.76,2,15,236.74,12
1113,1.73,3,3,369.11,20
1114,7.65,3,8,369.7,3
1115,7.89,0,11,11.96,
1116,5.48,1,23,124.58,
1117,9.01,3,1,160.07,15
1118,7.59,1,29,58.5,17
1119,5.75,3,6,147.59,
1120,1.05,0,0,391.06,2
1121,1.33,3,20,81.83,3
1122,5.63,2,12,273.68,13
1123,8.38,3,29,257.38,19
1124,3.52,0,20,204.52,3
1125,2.04,1,0,342.41,19
1126,4.37,3,30,267.25,18
1127,5.14,1,29,263.25,9
1128,7.01,1,3,168.88,
1129,8.33,0,20,14.4,15
1130,7.35,0,23,353.27,
1131,4.95,3,9,120.19,11
1132,7.03,3,2,367.9,8
1133,7.11,3,14,175.25,14
1134,9.0,2,3,359.01,
1135,0.68,1,27,189.2,4
1136,8.85,1,29,73.05,15
1137,7.94,0,16,363.21,3
1138,2.93,1,21,239.7,
1139,2.53,2,25,224.7,18
1140,7.14,0,24,114.84,1
1141,8.84,0,12,146.12,
1142,3.47,1,29,257.36,4
1143,6.82,3,16,375.44,8
1144,1.24,0,9,119.44,17
1145,8.85,0,23,4.39,7
1146,6.39,2,30,124.01,19
1147,4.09,3,21,399.92,12
1148,1.54,3,30,8.33,10
1149,3.04,0,14,128.56,
1150,2.53,1,25,108.43,
1151,1.78,3,21,95.65,20
1152,2.07,1,24,362.27,
1153,4.39,0,21,130.74,3
1154,9.69,2,6,307.46,16
1155,7.08,2,0,342.23,15
1156,3.67,3,7,249.97,11
1157,8.57,3,1,269.72,12
1158,9.03,3,29,281.26,2
1159,4.47,0,27,159.49,5
1160,3.42,1,1,319.57,
1161,5.44,1,3,390.65,0
1162,8.58,3,8,52.27,13
1163,2.4,1,13,378.14,7
1164,4.82,1,0,155.48,
1165,2.6,0,7,378.48,11
1166,1.38,2,28,268.51,17
1167,5.35,2,28,126.12,19
1168,4.23,0,13,98.34,1
1169,6.65,0,30,325.54,12
1170,1.22,3,2,131.38,
1171,5.47,1,3,327.42,16
1172,7.98,3,21,129.6,
1173,6.7,3,17,213.22,11
1174,2.7,2,18,86.47,
1175,8.63,1,19,16.66,11
1176,5.82,3,5,20.01,
1177,4.49,1,2,107.66,
1178,9.04,3,24,279.4,11
1179,0.71,3,7,65.89,3
1180,4.84,1,10,141.88,
1181,7.27,1,9,269.52,17
1182,3.95,2,15,175.47,11
1183,7.75,1,5,127.19,20
1184,9.85,3,28,345.93,
1185,7.93,0,27,178.02,3
1186,1.17,0,17,342.81,14
1187,7.29,0,16,188.12,5
1188,4.73,1,8,301.89,
1189,7.0,0,2,268.45,
1190,8.36,0,6,200.62,3
1191,2.81,1,26,141.8,0
1192,8.98,1,3,302.94,
1193,2.14,2,3,184.55,8
1194,9.32,1,28,330.29,
1195,8.77,2,3,370.73,11
1196,6.6,2,0,334.77,20
1197,9.6,1,26,144.2,
1198,8.99,0,20,351.79,15
1199,0.77,1,18,345.21,9
1200,9.52,0,2,8.36,
1201,3.68,0,9,19.74,14
1202,7.66,1,10,163.16,6
1203,4.0,1,3,235.07,
1204,3.22,2,21,356.45,12
1205,6.94,1,9,331.88,
1206,8.37,0,30,344.35,
1207,8.19,0,13,136.02,18
1208,7.21,1,27,95.42,0
1209,9.33,3,25,158.44,14
1210,2.93,3,17,325.64,
1211,1.08,2,30,309.86,13
1212,7.66,0,17,149.16,
1213,8.34,1,30,155.85,13
1214,1.06,3,8,119.29,16
1215,6.61,2,7,239.03,17
1216,5.02,2,11,239.01,3
1217,6.78,1,11,96.14,6
1218,8.41,2,16,215.63,
1219,3.93,3,27,294.55,20
1220,3.0,0,23,136.61,
1221,2.93,2,0,316.96,20
1222,8.14,3,17,243.58,15
1223,9.66,0,7,218.82,7
1224,3.69,2,22,180.89,
1225,7.56,0,18,86.46,
1226,0.35,1,12,194.6,5
1227,1.3,0,25,221.87,1
1228,3.45,0,2,59.72,11
1229,3.81,2,22,281.12,9
1230,5.3,1,4,11.02,
1231,3.86,0,16,92.14,9
1232,4.73,0,19,54.89,4
1233,3.31,2,2,179.2,10
1234,5.79,3,16,138.33,18
1235,7.8,2,1,120.85,17
1236,9.04,0,13,151.72,12
1237,5.48,0,16,166.68,17
1238,1.86,3,22,41.95,18
1239,0.68,2,21,40.96,
1240,5.89,1,3,12.5,20
1241,3.64,2,21,158.35,12
1242,4.59,2,13,87.18,
1243,8.33,0,11,179.62,5
1244,2.37,1,13,13.79,19
1245,3.18,1,27,332.46,8
1246,3.57,0,2,184.19,5
1247,2.14,3,9,225.33,0
1248,9.08,2,6,348.16,
1249,7.27,3,17,379.69,18
1250,2.31,1,25,196.43,5
1251,4.09,0,19,208.5,11
1252,7.27,0,9,390.03,6
1253,4.84,3,19,265.9,2
1254,7.43,0,24,313.25,15
1255,8.34,2,23,296.48,18
1256,1.07,2,3,125.0,1
1257,5.25,3,19,309.08,12
1258,6.56,3,26,386.79,2
1259,1.56,1,24,2.74,18
1260,1.39,1,5,243.59,
1261,5.88,3,4,370.53,7
1262,9.03,3,23,32.75,20
1263,7.74,1,13,209.43,13
1264,5.88,3,2,299.5,5
1265,6.5,0,13,359.88,7
1266,5.84,1,19,94.86,16
1267,4.03,2,10,205.23,
1268,9.49,3,27,331.13,3
1269,6.02,2,5,254.23,2
1270,2.4,1,15,74.49,12
1271,9.52,1,18,335.88,5
1272,1.18,1,1,147.71,12
1273,6.42,3,18,231.28,17
1274,0.26,1,25,123.06,0
1275,5.54,0,21,69.92,
1276,1.2,3,23,79.06,14
1277,8.91,2,4,316.78,2
1278,2.09,0,12,199.37,
1279,9.06,3,24,77.46,2
1280,5.31,2,20,189.95,
1281,7.48,2,25,145.86,
1282,5.2,1,3,190.6,
1283,7.2,1,14,124.08,3
1284,9.07,0,29,158.2,9
1285,4.28,1,13,238.13,11
1286,8.46,1,25,397.45,11
1287,5.45,0,17,178.02,
1288,8.51,0,7,16.73,
1289,2.66,2,13,187.63,16
1290,7.78,0,20,183.61,4
1291,6.14,3,21,131.7,11
1292,1.57,3,7,359.76,14
1293,2.18,2,3,365.89,18
1294,4.97,3,19,188.56,11
1295,1.66,0,27,337.16,20
1296,5.55,1,19,213.67,
1297,1.01,2,1,139.99,1
1298,5.12,1,19,305.43,
1299,6.86,1,16,356.01,14
1300,6.07,3,20,370.53,0
1301,0.33,0,3,3.69,15
1302,7.6,0,1,22.3,14
1303,7.16,3,24,122.82,17
1304,1.14,3,26,387.36,9
1305,6.14,2,8,223.45,9
1306,5.41,2,24,127.29,8
1307,5.29,1,23,122.8,12
1308,6.6,0,7,248.14,
1309,3.47,2,28,198.39,6
1310,7.76,3,11,378.67,4
1311,3.46,2,0,383.88,14
1312,7.97,1,11,90.55,8
1313,7.1,0,20,333.65,19
1314,1.78,3,1,138.3,15
1315,5.04,3,7,82.69,4
1316,2.52,0,6,196.51,16
1317,5.57,3,27,228.79,
1318,6.76,1,29,168.88,4
1319,1.16,1,9,363.76,16
1320,7.52,3,23,247.16,
1321,1.45,2,30,179.29,9
1322,8.05,1,19,196.23,0
1323,6.45,2,6,174.58,
1324,0.28,0,11,41.36,17
1325,4.26,0,20,192.93,1
1326,3.36,0,15,34.87,
1327,0.57,2,13,112.68,
1328,2.58,0,18,278.4,8
1329,0.98,2,4,319.7,17
1330,7.86,0,4,77.71,8
1331,7.96,1,6,88.37,10
1332,7.76,1,25,5.45,
1333,7.77,1,20,96.18,17
1334,3.46,1,9,150.3,14
1335,4.19,3,13,200.66,9
1336,2.81,2,8,127.67,9
1337,0.33,3,26,103.29,19
1338,5.23,0,14,128.57,
1339,0.11,3,8,227.66,6
1340,1.28,2,17,383.98,
1341,4.76,0,20,239.04,
1342,2.68,0,23,120.93,14
1343,2.07,0,4,330.71,
1344,2.97,0,6,385.87,
1345,7.48,2,16,104.79,9
1346,8.36,3,28,14.43,8
1347,1.55,2,2,372.94,8
1348,4.06,3,8,120.41,
1349,6.0,2,30,105.32,
1350,1.02,1,6,184.75,
1351,9.06,0,1,51.61,17
1352,3.22,1,5,117.4,16
1353,7.39,2,17,263.65,16
1354,5.93,0,30,370.74,9
1355,8.55,3,11,44.4,2
1356,8.75,0,14,280.94,
1357,9.2,2,5,149.56,
1358,0.28,2,17,112.59,
1359,5.63,0,19,370.32,5
1360,2.11,1,23,384.62,
1361,7.32,0,15,121.85,
1362,5.37,0,24,153.82,
1363,6.22,0,16,164.43,10
1364,1.38,1,29,30.91,11
1365,6.02,3,7,85.35,
1366,3.88,2,10,208.29,7
1367,9.75,3,29,265.82,9
1368,2.04,3,0,274.24,17
1369,5.49,3,5,361.39,6
1370,4.22,2,16,90.38,12
1371,2.12,2,12,21.21,7
1372,7.65,2,17,309.29,
1373,1.42,0,8,72.96,6
1374,9.31,1,29,9.45,
1375,2.83,0,15,101.06,0
1376,7.25,3,2,221.91,
1377,1.71,2,4,42.89,8
1378,3.6,1,1,228.54,3
1379,2.92,3,4,330.92,15
1380,3.04,1,17,5.0,18
1381,5.73,0,27,7.38,5
1382,3.04,0,2,287.25,6
1383,6.62,0,6,336.27,6
1384,4.51,0,19,238.03,16
1385,0.66,0,16,342.57,9
1386,4.38,2,10,388.09,
1387,3.41,3,2,1.36,9
1388,3.65,0,19,231.26,
1389,9.52,0,15,106.05,19
1390,7.39,1,29,347.57,
1391,4.16,2,21,342.06,3
1392,5.63,2,4,233.05,10
1393,7.74,2,16,391.12,13
1394,5.73,0,1,310.84,20
1395,7.71,2,12,193.85,2
1396,1.06,1,0,301.97,
1397,0.41,2,29,396.91,6
1398,1.18,2,7,230.8,
1399,1.82,0,12,111.95,9
1400,3.45,1,7,42.87,
1401,7.55,3,13,10.96,
1402,6.31,1,30,310.89,7
1403,3.44,0,5,87.22,13
1404,8.61,2,28,206.47,1
1405,2.24,3,28,306.37,15
1406,1.27,3,28,212.38,1
1407,4.71,1,1,75.26,
1408,9.34,3,15,354.01,18
1409,4.27,0,28,154.0,4
1410,7.73,1,17,25.26,2
1411,7.7,1,28,339.77,13
1412,1.24,1,5,385.03,1
1413,7.79,0,5,346.81,6
1414,7.96,0,30,3.39,4
1415,4.5,3,23,210.24,11
1416,4.28,0,0,129.63,
1417,5.16,3,3,240.19,11
1418,0.9,1,18,63.93,20
1419,6.53,3,26,252.92,16
1420,6.26,2,21,4.62,
1421,3.09,1,16,304.86,12
1422,2.38,0,1,50.56,19
1423,9.23,1,3,56.96,
1424,1.14,2,22,134.02,
1425,6.43,0,1,394.87,10
1426,4.16,2,6,160.69,0
1427,5.91,1,5,233.47,13
1428,8.61,0,19,133.54,10
1429,4.05,1,20,329.11,20
1430,5.73,3,10,137.11,
1431,6.41,3,30,29.87,
1432,0.61,0,2,158.73,2
1433,1.52,1,18,186.96,16
1434,5.01,2,5,223.22,12
1435,5.85,1,4,356.84,3
1436,6.94,2,8,217.69,9
1437,6.54,0,26,118.12,6
1438,2.41,3,10,82.87,3
1439,7.67,2,28,31.05,2
1440,9.03,3,25,347.59,16
1441,1.62,0,22,266.45,2
1442,3.3,2,16,283.55,0
1443,6.77,1,3,229.99,14
1444,3.0,3,17,255.39,12
1445,8.2,0,19,208.04,7
1446,4.24,0,15,144.62,16
1447,6.93,1,0,162.9,4
1448,9.16,1,1,222.35,5
1449,9.27,2,25,102.85,
1450,7.31,2,30,148.47,
1451,8.45,3,30,154.05,1
1452,3.34,1,21,272.94,14
1453,3.04,1,25,160.92,19
1454,8.22,3,2,316.66,15
1455,0.28,3,1,341.12,4
1456,2.67,2,1,207.71,
1457,4.26,3,19,222.52,16
1458,2.73,1,17,349.78,
1459,1.51,2,6,387.38,2
1460,3.69,1,22,299.98,4
1461,8.21,3,6,52.26,6
1462,6.33,1,30,131.23,0
1463,8.47,0,20,7.72,5
1464,5.74,3,7,57.1,
1465,1.38,2,28,147.08,
1466,3.22,2,26,395.02,3
1467,0.98,1,21,108.69,10
1468,5.51,3,15,44.99,6
1469,4.12,0,2,58.98,19
1470,7.58,1,9,158.51,
1471,2.81,1,2,343.31,8
1472,7.43,2,27,177.7,18
1473,1.64,1,4,30.91,12
1474,4.49,0,27,317.54,2
1475,3.18,2,12,79.31,1
1476,5.35,0,26,270.34,
1477,5.82,0,16,147.41,2
1478,3.29,2,9,7.57,
1479,1.87,0,22,181.03,20
1480,9.73,1,3,256.25,
1481,5.51,1,28,399.06,2
1482,0.23,3,8,326.94,0
1483,4.41,0,9,206.68,17
1484,6.46,0,18,268.26,15
1485,8.03,0,26,261.11,9
1486,4.03,1,27,26.27,10
1487,2.32,2,24,18.44,14
1488,0.85,1,25,384.07,
1489,8.69,0,7,385.63,0
1490,0.53,2,3,159.63,
1491,2.39,0,9,7.09,10
1492,3.15,1,27,235.71,3
1493,2.05,2,1,208.79,5
1494,9.8,2,23,301.94,
1495,1.4,0,18,130.88,5
1496,0.2,3,12,282.71,
1497,0.43,2,18,71.04,
1498,3.28,1,2,128.99,17
1499,9.99,0,24,368.19,10
1500,7.27,0,5,150.01,
1501,5.0,0,15,52.15,8
1502,2.44,0,25,161.88,
1503,2.02,1,16,384.41,
1504,6.94,3,25,229.1,
1505,3.93,2,3,120.04,
1506,7.66,2,7,275.93,13
1507,2.24,3,23,212.65,16
1508,7.86,0,14,344.07,
1509,2.41,1,1,193.66,10
1510,9.82,2,7,173.27,
1511,0.53,1,3,148.7,11
1512,0.41,1,14,81.15,1
1513,0.4,3,0,319.93,
1514,0.31,2,14,19.39,3
1515,4.31,3,14,60.21,13
1516,2.52,1,9,182.16,
1517,2.28,2,18,364.8,14
1518,4.28,1,25,243.99,1
1519,6.72,2,11,309.47,
1520,2.48,1,25,2.98,
1521,4.05,1,13,218.34,
1522,3.53,0,27,306.18,5
1523,3.84,0,4,91.02,
1524,1.66,1,2,34.78,
1525,2.39,0,18,313.72,8
1526,1.41,0,7,222.93,1
1527,6.84,3,14,182.08,19
1528,3.82,0,21,90.43,3
1529,1.07,1,28,260.79,16
1530,7.02,2,12,262.22,16
1531,4.28,3,3,308.52,2
1532,5.37,0,1,154.32,9
1533,9.66,1,17,193.03,6
1534,3.04,3,9,200.23,
1535,8.32,3,28,123.85,12
1536,1.43,0,26,96.48,
1537,9.74,2,11,229.0,0
1538,1.18,3,11,342.16,19
1539,1.6,2,13,2.44,
1540,2.76,2,15,50.63,
1541,2.59,1,6,247.82,11
1542,2.02,3,7,107.82,11
1543,7.74,1,25,247.18,11
1544,9.09,3,26,56.49,16
1545,4.55,1,22,178.54,10
1546,2.92,1,29,380.21,12
1547,2.97,2,20,111.13,12
1548,3.29,1,26,365.94,2
1549,5.05,1,13,203.64,13
1550,9.28,0,30,219.69,15
1551,0.92,1,28,32.62,16
1552,0.84,1,8,213.64,7
1553,1.07,0,10,276.74,3
1554,4.8,0,17,140.44,6
1555,8.35,0,23,85.19,12
1556,1.4,0,28,50.92,
1557,4.12,3,30,354.17,17
1558,4.24,2,4,152.48,6
1559,5.36,2,10,41.29,15
1560,5.55,1,6,244.48,
1561,4.83,0,5,340.73,
1562,5.82,0,19,366.88,
1563,4.55,1,0,49.86,18
1564,2.94,3,27,39.22,18
1565,9.1,3,28,349.38,16
1566,6.37,1,26,365.56,13
1567,5.94,2,4,128.23,12
1568,5.88,3,13,184.1,18
1569,2.15,2,0,275.2,7
1570,5.08,1,23,334.53,
1571,1.17,3,22,268.02,15
1572,4.66,1,14,223.54,
1573,3.94,3,29,83.22,11
1574,0.85,1,13,161.86,
1575,2.1,1,28,155.1,
1576,8.09,2,2,251.58,
1577,2.99,3,16,210.27,19
1578,7.84,0,16,299.15,20
1579,9.81,0,27,303.32,0
1580,5.74,0,4,130.91,
1581,1.33,0,25,281.34,3
1582,5.24,3,29,187.7,10
1583,8.03,0,11,3.08,5
1584,5.38,1,18,375.46,
1585,7.16,1,22,339.39,4
1586,4.3,0,30,47.98,2
1587,5.83,3,11,282.71,
1588,2.16,3,10,97.78,
1589,0.1,1,6,389.55,
1590,9.9,1,13,233.66,
1591,5.79,1,26,85.62,15
1592,3.11,3,25,219.19,18
1593,2.52,1,25,57.48,2
1594,0.43,1,28,349.83,5
1595,1.55,0,19,259.53,10
1596,3.2,3,7,145.64,
1597,4.61,3,14,161.25,12
1598,0.18,3,6,334.75,4
1599,9.84,1,27,361.6,11
1600,6.87,1,13,106.2,
1601,5.46,3,25,398.23,9
1602,1.74,3,20,106.1,
1603,3.1,2,4,76.42,3
1604,1.01,3,9,156.43,17
1605,6.93,0,21,145.28,20
1606,0.76,0,27,370.88,4
1607,5.31,2,29,248.22,15
1608,3.2,0,13,45.63,
1609,4.69,1,5,172.86,18
1610,9.37,1,8,0.34,7
1611,9.3,3,24,128.02,12
1612,2.0,0,4,147.84,0
1613,1.28,2,22,274.09,16
1614,3.78,3,0,167.22,4
1615,7.6,1,19,233.49,14
1616,2.13,3,12,57.56,
1617,6.6,2,25,207.09,10
1618,8.89,3,18,249.14,
1619,3.26,0,10,224.13,9
1620,1.35,2,26,248.69,
1621,0.88,2,30,151.58,19
1622,8.26,2,0,94.44,
1623,5.56,3,28,389.51,17
1624,2.96,0,26,198.45,1
1625,3.9,3,8,79.72,0
1626,0.99,3,28,52.69,7
1627,5.64,2,16,152.49,2
1628,9.45,1,27,374.41,
1629,7.78,0,16,240.74,10
1630,2.66,2,18,169.36,
1631,6.27,0,23,185.39,14
1632,2.23,3,27,286.56,
1633,6.02,2,28,160.08,4
1634,5.16,3,11,344.48,10
1635,1.9,0,10,341.48,10
1636,1.64,1,15,2.52,2
1637,4.99,1,30,351.84,13
1638,9.28,1,28,55.3,
1639,2.97,3,23,399.66,16
1640,4.03,1,2,127.31,
1641,2.87,2,12,146.28,18
1642,6.25,0,25,242.58,6
1643,0.56,0,19,223.45,
1644,9.03,1,23,47.49,2
1645,0.61,0,7,230.24,
1646,2.39,3,2,362.13,
1647,4.98,1,20,333.88,10
1648,3.17,2,19,238.47,
1649,0.18,2,9,102.82,12
1650,2.6,2,24,399.16,
1651,4.94,1,5,297.04,8
1652,3.88,0,11,36.89,5
1653,5.05,1,28,244.06,
1654,7.18,0,0,47.39,16
1655,0.69,3,26,324.87,
1656,0.53,1,20,275.97,2
1657,7.98,2,1,398.52,13
1658,7.19,2,16,51.69,4
1659,7.14,3,4,290.6,1
1660,5.27,1,15,186.24,3
1661,0.89,2,24,172.44,14
1662,3.0,3,2,315.62,
1663,2.31,2,12,357.97,9
1664,1.01,0,30,358.93,8
1665,1.73,2,9,144.78,
1666,1.61,3,0,172.45,
1667,4.24,0,9,224.75,
1668,9.03,3,4,374.65,12
1669,4.33,1,0,93.11,4
1670,7.41,2,30,219.89,
1671,3.95,3,22,379.86,2
1672,4.17,3,28,95.31,4
1673,4.81,2,30,132.74,7
1674,1.6,3,1,319.79,
1675,7.19,3,14,375.32,6
1676,9.22,3,27,20.27,14
1677,0.35,1,30,170.42,
1678,4.24,1,20,361.27,7
1679,1.56,3,3,311.42,12
1680,7.08,3,8,106.93,
1681,5.15,1,21,271.82,15
1682,6.1,1,29,388.03,2
1683,2.59,2,20,136.52,
1684,2.39,3,17,55.13,0
1685,9.1,3,13,143.33,17
1686,2.89,1,20,289.86,2
1687,5.51,3,20,160.61,8
1688,9.86,3,9,55.33,0
1689,3.04,0,21,327.44,5
1690,8.27,1,4,58.02,8
1691,6.04,3,20,183.28,1
1692,4.06,1,22,201.3,15
1693,6.23,2,0,113.08,1
1694,0.98,2,3,4.8,
1695,6.06,1,7,235.32,1
1696,3.69,1,4,366.73,7
1697,1.97,1,8,358.75,7
1698,8.98,1,16,347.13,0
1699,9.13,1,2,334.67,18
1700,8.43,0,21,345.84,
1701,4.12,0,24,231.21,0
1702,9.04,3,21,354.57,13
1703,0.82,2,20,256.43,0
1704,1.02,3,18,58.0,
1705,2.07,2,21,56.75,16
1706,2.98,1,2,60.52,13
1707,8.05,3,28,316.62,8
1708,9.82,1,15,16.39,3
1709,6.9,0,20,87.54,11
1710,8.22,1,26,338.06,
1711,4.7,1,23,170.57,7
1712,8.82,0,24,261.12,16
1713,5.76,0,28,181.78,
1714,7.3,0,6,340.4,
1715,4.99,2,21,224.67,
1716,6.91,2,7,356.05,11
1717,7.46,3,18,197.75,0
1718,9.61,2,8,104.19,15
1719,3.18,3,13,262.93,5
1720,4.29,3,13,249.6,
1721,6.21,2,27,102.03,20
1722,2.89,2,12,117.58,
1723,2.12,2,23,286.96,1
1724,9.38,0,7,199.73,20
1725,6.87,3,16,391.63,6
1726,7.0,0,0,52.56,2
