Product_id,Store_id,Product_stock,Product_visibility
2164,60,1548,0.13
3622,171,8928,0.19
365,10,5044,0.1
3372,129,9632,0.16
1374,70,4812,0.16
3348,211,1138,0.02
4303,40,2150,0.05
307,57,2393,0.17
2877,75,4429,0.19
2752,148,7563,0.19
1496,120,4713,0.04
3314,16,2199,0.02
2476,9,6881,0.11
2289,214,6566,0.05
1939,129,,0.19
4551,9,9443,0.06
3600,169,6882,0.05
361,95,1575,0.04
3562,79,7169,0.04
939,32,6883,0.02
706,88,1180,0.11
95,131,7147,0.06
2466,221,,0.19
321,172,7205,0.01
870,90,5620,0.08
1655,67,9119,0.01
2194,58,6497,0.16
921,126,2700,0.19
3882,71,1481,0.09
3508,168,4717,0.19
4553,182,2589,0.11
4167,194,3659,0.07
2607,80,9197,0.14
2705,86,595,0.14
2687,155,1118,0.01
2505,91,8167,0.14
1140,176,2563,0.03
1793,179,4007,0.13
1290,167,5729,0.03
924,201,407,0.19
3111,85,6353,0.11
1852,167,3812,0.02
234,94,7977,0.07
4778,149,55,0.15
4059,213,1567,0.08
1538,195,6780,0.04
4264,17,2320,0.11
4693,32,9068,0.11
967,59,6529,0.17
2457,196,2735,0.07
2790,115,8415,0.12
4680,89,624,0.04
4386,97,5091,0.06
1868,183,1486,0.17
3260,216,3978,0.08
2318,109,5703,0.01
2235,118,8431,0.11
398,84,,0.12
94,63,1675,0.05
2731,78,1409,0.18
2394,143,7225,0.15
2044,93,9964,0.13
1550,102,9450,0.04
2214,79,6569,0.02
2059,119,4340,0.18
1679,61,5552,0.13
2069,90,1212,0.17
4280,203,8115,0.11
1908,105,5721,0.12
1156,99,7414,0.08
4236,190,,0.07
4590,27,9688,0.07
455,10,1239,0.2
1154,214,7872,0.1
1395,129,8922,0.1
1414,167,4851,0.13
1558,225,9351,0.17
2384,65,5390,0.17
5013,210,6758,0.17
4561,26,8326,0.1
3353,200,8795,0.11
4341,142,,0.14
2302,116,2609,0.04
3482,208,811,0.08
3795,162,7775,0.06
2573,228,1356,0.04
1186,156,,0.19
2454,64,5381,0.12
2263,188,6789,0.03
1520,122,3549,0.04
2567,16,841,0.14
1130,68,7310,0.09
597,14,936,0.2
4795,90,5525,0.15
1274,16,,0.06
1974,93,929,0.11
4373,1,9069,0.07
3441,89,94,0.14
1584,22,9148,0.06
605,218,8645,0.16
2595,177,2139,0.19
1111,132,8715,0.12
2082,127,,0.08
920,184,3999,0.16
1049,226,9654,0.16
250,218,9515,0.07
2752,129,9454,0.12
2062,144,432,0.19
246,140,4134,0.15
5054,94,1725,0.06
5062,148,9146,0.12
2843,141,8053,0.14
161,224,3915,0.11
678,67,4332,0.07
1021,123,559,0.02
2815,229,8112,0.19
4513,153,6874,0.16
3560,136,5172,0.16
4364,178,4651,0.18
3280,165,2151,0.2
1594,158,8149,0.14
4821,180,4458,0.1
4777,39,8978,0.1
5081,200,5947,0.04
296,61,1659,0.18
1555,8,3310,0.1
3889,202,8567,0.17
1563,94,8794,0.14
422,183,2283,0.19
940,97,6965,0.05
3729,47,,0.17
4783,38,1080,0.19
4790,56,1311,0.05
1460,60,9601,0.12
3236,193,7759,0.16
1011,222,322,0.19
5048,5,8463,0.06
3001,178,,0.01
153,22,7223,0.01
3889,119,3487,0.08
4623,166,4489,0.03
527,204,,0.13
3484,151,383,0.14
4667,171,7363,0.07
3514,91,,0.18
3781,101,4719,0.18
2775,214,1176,0.17
262,136,5557,0.1
1675,40,2243,0.13
4543,181,2340,0.18
3743,200,2050,0.18
1883,109,1153,0.06
3223,123,4543,0.19
525,105,4370,0.14
1582,27,1476,0.03
982,201,2182,0.16
2937,162,9528,0.16
776,110,5111,0.18
2919,126,3651,0.16
1534,105,2164,0.18
448,191,3722,0.12
380,69,2504,0.03
2447,21,7245,0.18
3623,88,9304,0.05
3801,110,3994,0.18
2623,69,70,0.14
353,196,198,0.05
3772,102,2162,0.05
3813,35,8340,0.14
3409,126,2360,0.04
1824,40,1491,0.04
388,228,3445,0.04
531,191,3040,0.02
5017,41,2059,0.14
50,139,9120,0.18
2486,43,73,0.11
1398,177,1022,0.09
3380,91,,0.08
1998,167,5188,0.1
3305,34,2137,0.08
257,214,9998,0.11
1768,105,1647,0.07
2882,56,9116,0.1
1446,94,1992,0.13
2042,195,5840,0.06
4052,171,1119,0.13
4966,132,2510,0.04
4008,26,2014,0.07
296,103,4533,0.17
841,75,,0.2
1877,3,7434,0.16
4,182,3159,0.02
4445,35,,0.01
5105,213,8158,0.02
3178,216,9512,0.02
2343,201,6665,0.04
1294,179,4459,0.2
1024,214,1874,0.08
3246,40,7730,0.1
283,25,6721,0.02
4021,109,,0.17
4403,86,2307,0.13
4152,120,1662,0.05
4732,191,8064,0.06
742,7,918,0.18
3822,199,313,0.05
4765,169,9293,0.06
4785,13,,0.02
2724,50,1105,0.16
4864,157,5697,0.17
1017,53,9659,0.09
246,114,2874,0.03
4946,107,,0.1
1530,38,8595,0.2
3556,80,3031,0.03
2624,210,360,0.15
1967,150,6969,0.02
1821,129,8273,0.18
1947,106,3729,0.08
3708,160,6414,0.07
2959,42,9789,0.02
3598,97,2523,0.16
481,97,,0.11
3141,21,8870,0.11
238,170,9840,0.07
87,49,6062,0.07
2382,137,1019,0.18
510,152,5396,0.04
4175,136,4768,0.17
1966,175,5974,0.18
1718,101,4221,0.02
4508,182,2848,0.16
1141,89,1761,0.11
1879,210,7009,0.04
2823,77,,0.08
3835,32,8621,0.05
3793,110,8641,0.1
3646,45,3249,0.15
1870,223,6418,0.15
4906,162,7207,0.04
3754,111,5317,0.08
1436,68,6311,0.02
3365,232,9523,0.03
600,15,5272,0.05
1818,207,3345,0.07
1281,107,9139,0.1
1702,2,,0.05
2267,80,427,0.09
3310,12,2131,0.16
4194,172,8911,0.11
837,157,7357,0.1
2409,92,2820,0.13
2185,69,7560,0.01
3582,183,1022,0.14
3451,32,2716,0.05
2792,135,3169,0.16
4027,4,,0.15
4973,169,1508,0.07
4309,230,851,0.1
3112,85,1944,0.16
4170,132,9842,0.14
2861,208,1940,0.17
1423,35,6965,0.04
3712,229,,0.03
1262,57,5099,0.16
210,90,5738,0.13
2100,14,4779,0.06
5099,127,2083,0.01
1516,164,4702,0.15
4832,3,9305,0.15
2212,135,9134,0.11
1586,192,9071,0.11
4882,182,,0.14
5074,126,8418,0.1
3569,160,6154,0.15
3744,99,9036,0.08
2707,114,9917,0.18
760,72,1667,0.18
1298,101,5747,0.11
3079,48,9284,0.16
1737,93,4793,0.17
3886,98,2613,0.14
1318,213,5761,0.1
4198,102,9244,0.03
772,159,5957,0.07
4041,173,9494,0.05
4439,56,5824,0.02
26,162,3643,0.08
4298,65,9687,0.03
5070,166,3783,0.15
4022,121,6247,0.03
4443,168,4241,0.06
4990,174,1455,0.19
2704,113,6259,0.09
4416,195,1843,0.05
1897,70,9005,0.09
2514,212,3509,0.16
4232,231,7205,0.07
3134,205,3159,0.14
3078,189,9064,0.02
1711,218,9819,0.14
4964,177,6370,0.18
520,200,1534,0.05
954,225,1272,0.03
4561,153,8023,0.11
1081,188,9761,0.06
2965,181,8590,0.04
585,29,4723,0.09
3385,20,93,0.01
5042,21,3528,0.2
2709,201,2284,0.14
3617,186,8438,0.04
3590,210,6640,0.01
966,117,2014,0.16
2426,131,8008,0.11
5046,71,7375,0.14
3859,8,5239,0.17
3437,124,7101,0.03
2443,50,4862,0.09
264,160,2530,0.12
4540,145,9857,0.11
1458,102,7153,0.04
669,192,767,0.1
1893,9,9828,0.1
3853,216,9804,0.04
3697,18,253,0.05
739,84,364,0.12
3381,145,1813,0.18
3398,26,8647,0.12
2029,39,3731,0.17
4961,177,,0.06
3172,161,3888,0.13
1951,182,8992,0.08
4600,208,4029,0.12
4055,58,7435,0.09
4121,43,2388,0.04
4695,87,1862,0.06
1543,207,2659,0.01
1755,207,3073,0.03
1819,117,628,0.04
211,214,8175,0.18
3729,91,4639,0.11
3608,14,9686,0.04
1335,214,9135,0.13
2231,161,7236,0.02
4101,195,9537,0.09
1122,53,7880,0.17
4628,230,7611,0.19
527,56,6119,0.13
4310,218,5268,0.02
3349,180,3038,0.17
4208,183,3347,0.16
984,229,,0.06
1131,211,7598,0.06
4118,173,6969,0.02
2117,48,1591,0.05
1035,65,2265,0.18
3117,212,4286,0.06
3470,109,,0.15
2852,62,6815,0.06
2592,59,7952,0.1
4531,132,6749,0.12
1092,130,,0.16
1014,186,6543,0.16
422,202,6083,0.07
2815,134,9771,0.13
3058,101,1206,0.11
1457,160,4453,0.14
730,7,3102,0.07
2265,78,2061,0.06
2665,207,793,0.15
435,12,9251,0.18
1136,142,6127,0.18
1162,128,8677,0.16
499,125,6805,0.11
311,44,6681,0.17
750,180,9514,0.08
2498,6,530,0.1
2449,13,7621,0.06
3837,83,8700,0.09
3197,64,8851,0.16
2054,88,4605,0.13
3287,24,2459,0.11
4584,89,3977,0.04
1933,123,5016,0.16
3169,100,7843,0.16
4838,159,1843,0.09
2544,165,3620,0.09
4897,105,855,0.05
1766,173,2256,0.05
2250,152,7706,0.03
2332,109,3946,0.09
4,95,2052,0.08
578,5,9414,0.09
3339,113,6344,0.14
4110,42,569,0.17
2118,53,3014,0.2
329,45,2231,0.12
2003,49,5449,0.15
3565,87,8569,0.03
107,172,4306,0.18
3624,72,4445,0.13
165,195,8992,0.05
2803,192,8307,0.14
4746,126,4881,0.08
3779,222,9475,0.13
1912,124,,0.08
677,21,1113,0.14
1037,122,8537,0.05
431,21,5211,0.05
378,186,9367,0.05
4207,229,2507,0.12
1520,14,613,0.15
1167,215,5698,0.13
3007,20,743,0.2
792,141,3010,0.03
3335,5,3819,0.06
1380,224,7552,0.15
2813,222,394,0.13
4599,33,9204,0.03
2267,112,6900,0.03
4117,127,6121,0.16
61,84,7777,0.05
3173,215,6996,0.15
3418,159,2346,0.1
4569,122,3687,0.09
134,188,9935,0.08
3057,136,1594,0.11
1844,103,1578,0.18
3435,219,8862,0.16
2102,198,2756,0.08
2176,200,2607,0.17
71,19,9362,0.19
334,63,2445,0.14
2068,125,7209,0.14
4128,67,8055,0.11
3884,85,2181,0.18
1829,4,7548,0.09
1757,173,3553,0.09
4846,199,8652,0.16
3986,91,4156,0.02
1569,208,329,0.17
906,164,5484,0.06
2822,198,7662,0.19
3938,172,5492,0.16
1866,14,5680,0.2
4179,58,258,0.03
3372,3,5624,0.12
165,9,3586,0.04
3861,17,3675,0.11
1478,171,6366,0.13
3162,122,8271,0.19
2522,127,2033,0.07
4159,224,6312,0.14
138,17,541,0.11
194,2,2711,0.02
1817,105,5645,0.06
3477,67,3824,0.04
3074,188,7522,0.09
573,132,,0.18
3472,88,3553,0.11
3403,170,5809,0.19
285,108,,0.11
3842,99,2131,0.02
3181,149,984,0.13
5022,122,,0.18
923,220,1745,0.12
1258,35,8250,0.18
1847,187,3025,0.12
4559,9,9283,0.11
1024,166,1397,0.04
3999,12,885,0.14
291,127,,0.19
223,47,2659,0.1
5075,203,4662,0.06
4573,166,322,0.09
4737,17,6612,0.13
3390,21,3712,0.06
493,89,8163,0.04
4596,195,271,0.2
59,137,754,0.02
2587,231,2811,0.13
2353,188,,0.03
1953,154,,0.11
4916,60,4309,0.07
2369,82,1593,0.06
4911,72,380,0.11
2173,184,3072,0.13
196,127,9558,0.13
2105,216,,0.03
2625,194,5880,0.13
1436,47,7359,0.08
4996,217,9708,0.12
3358,33,2141,0.02
4757,28,2141,0.17
3661,168,7177,0.06
2953,58,4526,0.13
4606,50,8619,0.15
2999,64,4720,0.03
1967,202,3964,0.11
4407,152,2168,0.16
4878,167,686,0.16
3522,41,5523,0.18
1919,195,5206,0.15
4594,78,3096,0.12
4068,138,3435,0.16
4011,191,1952,0.1
3787,83,2460,0.18
2448,100,7665,0.11
3334,116,371,0.13
1678,217,,0.07
1106,214,450,0.02
2082,180,3145,0.18
353,208,3133,0.11
2373,10,1916,0.17
936,152,4939,0.2
4270,201,5200,0.12
4729,180,4740,0.04
201,215,,0.17
2593,144,7811,0.11
502,208,7425,0.11
2824,201,3133,0.05
2511,229,,0.09
2683,167,4782,0.15
290,72,247,0.18
735,208,7468,0.08
143,93,3304,0.09
1032,224,6021,0.13
1423,3,219,0.18
1811,117,9283,0.07
2402,217,7669,0.15
4048,167,927,0.09
2172,60,,0.05
1375,110,9335,0.12
4082,205,6403,0.06
4428,44,1840,0.15
2778,80,9353,0.03
2109,17,,0.12
887,80,5794,0.09
4762,126,1079,0.2
4618,87,4062,0.1
3901,171,8434,0.18
2548,26,5638,0.05
3224,122,4227,0.05
2193,58,974,0.07
3423,117,7689,0.1
796,166,6564,0.14
3983,188,8663,0.07
2471,77,3540,0.08
2199,159,912,0.07
2102,183,,0.14
3195,154,7052,0.03
3273,12,4016,0.07
3108,71,7432,0.14
3238,117,168,0.09
1267,189,7220,0.15
2214,38,5311,0.01
1436,95,2846,0.13
1550,54,5139,0.06
1542,89,9081,0.07
3180,175,7906,0.17
5052,20,4034,0.17
2666,231,3380,0.08
1982,18,7294,0.03
1103,159,5349,0.13
1590,84,3502,0.12
2458,98,789,0.17
4497,127,250,0.13
3399,102,8889,0.15
459,133,8440,0.06
2686,103,8376,0.03
785,152,2461,0.06
3713,81,448,0.13
3071,10,6993,0.07
4078,221,8525,0.03
3533,217,2608,0.01
518,12,3586,0.04
89,215,1643,0.06
4478,95,647,0.08
3108,214,,0.11
659,184,3399,0.05
1782,73,4830,0.05
3678,137,,0.18
1887,38,2838,0.18
1306,91,3281,0.02
2990,16,4732,0.09
2768,2,6196,0.1
2872,138,7200,0.17
1101,100,8927,0.09
4342,167,5489,0.18
2652,201,,0.18
4556,197,,0.03
4431,181,,0.08
448,168,9470,0.17
3154,186,2882,0.13
4638,203,1838,0.08
2492,2,3463,0.18
206,2,6248,0.12
4813,160,5766,0.17
290,124,1414,0.07
3253,30,2806,0.03
3472,189,9420,0.08
3994,186,2351,0.14
1613,8,9771,0.11
4829,171,4006,0.03
3234,1,7506,0.14
4952,192,7639,0.19
4137,129,6177,0.19
3978,144,8902,0.12
1700,140,9600,0.09
1394,205,7851,0.07
4636,54,4405,0.15
3338,9,269,0.02
3836,187,7610,0.1
3569,212,,0.1
3798,52,7079,0.13
4019,77,1883,0.09
4770,222,5220,0.02
3658,92,2315,0.16
513,117,2976,0.04
915,217,7336,0.17
2522,86,2522,0.17
588,21,6059,0.18
2494,147,6289,0.05
4979,183,2603,0.13
871,88,3883,0.05
2924,202,2024,0.19
3559,66,,0.14
4865,211,7203,0.2
260,25,8595,0.15
3895,232,,0.12
2891,75,5849,0.19
972,58,6255,0.04
5019,120,2177,0.19
2046,43,5837,0.05
765,77,6433,0.09
3324,203,6698,0.19
863,145,5097,0.17
353,205,3896,0.13
3071,28,705,0.05
508,71,1751,0.02
3723,182,2595,0.05
4075,112,8628,0.12
712,132,4667,0.1
2620,187,4844,0.12
529,38,9271,0.06
1183,144,4170,0.09
2021,181,2201,0.12
3611,210,7233,0.09
3190,24,8871,0.19
782,123,6003,0.03
1625,198,84,0.12
124,189,677,0.18
1916,30,6640,0.07
3435,2,,0.08
1361,194,7753,0.1
5006,12,1196,0.11
4906,68,9172,0.13
515,216,5018,0.14
3607,192,7886,0.14
2239,76,9109,0.09
4391,151,257,0.12
3136,40,,0.07
623,149,2435,0.08
208,225,9724,0.06
3681,184,1711,0.12
3127,105,8261,0.11
4839,73,2735,0.07
358,218,3242,0.07
1765,89,8708,0.07
1238,50,4009,0.02
3730,97,,0.1
4963,154,9804,0.16
2941,4,2563,0.15
857,88,3787,0.11
2744,169,3417,0.11
610,123,2040,0.17
759,208,844,0.15
2364,85,7858,0.11
608,175,7478,0.03
1485,66,1989,0.18
2528,230,44,0.17
1082,168,,0.15
4613,13,6203,0.07
31,120,420,0.19
3931,37,9523,0.08
1159,105,2043,0.16
2863,116,3915,0.17
3997,12,5700,0.18
2731,108,564,0.07
4542,83,5068,0.17
3741,115,4954,0.19
4187,148,7173,0.03
2775,230,3021,0.02
101,42,2101,0.09
720,120,9219,0.12
170,147,9794,0.09
1743,148,5711,0.17
4782,92,2535,0.14
3527,131,2030,0.07
3470,49,503,0.19
3131,224,8318,0.06
4856,177,5375,0.13
3997,160,7841,0.15
167,160,,0.07
2569,6,4006,0.05
927,141,7056,0.19
201,11,8603,0.13
1596,26,7570,0.17
999,107,3445,0.16
1859,139,7722,0.15
3596,132,3141,0.11
2580,46,3609,0.09
4945,40,7202,0.19
3684,193,7237,0.04
2438,170,1805,0.16
3698,186,5750,0.04
1288,53,7223,0.16
1260,88,1149,0.19
1657,113,395,0.14
690,192,3138,0.14
4022,72,77,0.03
423,186,1983,0.09
4390,85,1221,0.2
47,195,9047,0.18
2424,165,,0.02
2871,164,,0.19
143,22,1357,0.03
2197,120,1975,0.01
1668,4,1264,0.08
4612,44,3654,0.09
1655,220,819,0.14
3620,111,8314,0.02
2181,160,4154,0.14
1848,9,3617,0.16
2845,9,1998,0.12
769,81,2507,0.09
1621,132,3217,0.09
4068,199,1589,0.06
2098,60,916,0.18
159,89,6032,0.13
2718,86,5110,0.03
2038,106,,0.13
4943,210,144,0.02
4059,188,3568,0.14
3743,174,7902,0.13
2035,64,,0.06
2224,125,8377,0.06
1112,43,1952,0.16
4012,133,5710,0.2
2664,193,1750,0.11
186,31,8073,0.01
4169,78,2948,0.13
335,160,297,0.1
29,23,8091,0.17
1736,45,6385,0.15
2815,73,7050,0.06
2627,12,8669,0.15
323,40,282,0.15
4869,190,3432,0.16
1908,24,1160,0.09
3475,177,9805,0.12
202,217,5626,0.18
1694,178,9593,0.07
4262,203,8592,0.2
5053,200,3584,0.13
4821,74,8998,0.05
2405,109,1770,0.18
2122,108,2357,0.06
1963,46,1434,0.18
1990,207,,0.1
2856,155,3380,0.19
2197,14,5932,0.16
389,41,7671,0.05
2201,66,,0.07
4611,91,8302,0.05
1153,110,1620,0.2
5102,160,6925,0.16
2182,171,2522,0.16
1562,142,6938,0.06
1276,100,3917,0.19
1998,101,,0.03
2422,178,,0.03
3989,159,4398,0.09
645,56,7286,0.13
290,4,9446,0.01
135,57,,0.09
2353,139,6789,0.15
189,70,3292,0.04
1191,59,9808,0.14
1342,221,7949,0.18
3980,111,5844,0.1
3937,67,7912,0.06
3275,57,1097,0.02
641,107,1625,0.15
2968,158,3899,0.16
333,175,2044,0.16
2607,120,6918,0.07
2509,21,9320,0.15
1847,114,5257,0.07
304,196,910,0.16
296,61,6903,0.13
1903,195,7554,0.12
1403,104,,0.13
527,227,8055,0.16
2526,12,8236,0.04
127,12,3099,0.02
2113,62,5211,0.06
10,83,4641,0.11
4167,199,9651,0.17
1527,116,4271,0.18
68,6,8446,0.04
4649,131,1762,0.1
4390,109,9925,0.03
3551,141,,0.17
2927,90,3497,0.1
3382,188,,0.06
226,165,7935,0.06
4122,225,3391,0.17
4663,7,7153,0.05
630,58,5602,0.05
2934,130,3363,0.16
3389,203,,0.08
343,51,9986,0.1
1256,58,3011,0.12
3590,165,5308,0.02
3502,67,1810,0.1
1666,89,6067,0.06
271,26,5067,0.09
3036,81,866,0.11
400,168,,0.2
1838,186,1801,0.11
5057,110,5489,0.05
3269,55,875,0.12
5017,29,9477,0.18
4970,59,1810,0.05
2970,127,8346,0.13
1079,80,4549,0.03
4548,86,5960,0.18
4760,99,2108,0.08
370,131,9388,0.17
3292,145,8708,0.18
158,162,3193,0.03
3738,188,5091,0.11
2410,194,,0.14
3538,182,3872,0.12
3675,81,61,0.11
5095,110,8436,0.07
1313,44,8916,0.12
1553,225,4365,0.11
3267,45,4080,0.18
858,145,4383,0.2
3456,197,,0.02
3099,9,8265,0.17
2978,202,,0.17
3199,210,2391,0.16
2851,35,3345,0.12
4053,78,1699,0.08
3868,47,1961,0.14
2663,18,7853,0.19
2172,189,5603,0.13
4065,41,4607,0.04
3504,52,5418,0.15
808,124,3003,0.04
1305,59,3629,0.05
1288,110,6801,0.06
1390,92,2647,0.08
4695,68,6625,0.01
458,34,9679,0.07
5079,115,501,0.1
2756,106,,0.18
2822,83,3729,0.05
143,86,,0.15
1401,128,8861,0.2
1879,61,4735,0.1
3563,127,2934,0.11
1950,47,1086,0.06
2650,190,7848,0.06
141,206,548,0.16
110,157,1090,0.14
796,159,,0.18
3686,146,3634,0.04
1164,6,,0.02
1736,121,885,0.17
300,192,701,0.04
3566,49,5575,0.17
2421,10,8234,0.15
784,162,225,0.19
4987,96,1197,0.05
4233,75,6040,0.03
4142,105,9101,0.04
2584,128,658,0.14
2638,118,5938,0.01
3059,1,,0.09
3376,154,4658,0.07
2691,39,7696,0.15
5039,148,120,0.15
1575,145,9182,0.1
2710,184,9571,0.04
2808,20,9087,0.08
2944,108,72,0.16
2872,47,5564,0.18
1461,143,1308,0.2
1275,4,184,0.11
1690,148,6729,0.13
4617,115,4608,0.19
3047,150,1772,0.19
2052,65,5353,0.17
2967,180,4917,0.08
2366,231,1992,0.07
1831,108,6874,0.18
302,174,4613,0.17
3068,173,3198,0.1
3899,87,8922,0.01
2622,181,,0.1
791,64,2422,0.17
4366,122,8924,0.13
3763,16,1066,0.04
3023,156,2862,0.15
424,196,4511,0.18
945,208,9210,0.1
1942,68,,0.06
458,224,453,0.14
3238,61,5267,0.12
1767,126,8832,0.19
2718,42,1613,0.15
3825,65,6927,0.09
4800,109,,0.19
2220,215,4878,0.12
4589,48,4337,0.11
3863,73,5505,0.08
847,25,8700,0.18
4788,77,368,0.11
3371,226,7519,0.04
2570,141,9186,0.01
2352,31,6433,0.15
3237,174,6538,0.14
2578,186,4128,0.05
1431,19,7322,0.02
897,113,9774,0.06
1130,216,332,0.17
240,231,3602,0.12
1113,123,,0.04
2165,129,4309,0.04
2498,126,1882,0.12
3533,48,5718,0.03
5037,104,7583,0.1
888,172,7383,0.09
3385,34,3323,0.07
4050,96,7392,0.07
3658,14,7018,0.07
3764,185,9091,0.03
1453,211,,0.14
3672,201,3621,0.17
1,228,6203,0.12
2516,200,3082,0.11
3947,70,8811,0.06
2803,3,2260,0.09
545,81,,0.13
3176,213,8518,0.03
1837,94,5985,0.19
3810,115,9493,0.08
2212,207,2809,0.06
3679,69,9151,0.11
2950,86,9035,0.1
902,126,9660,0.08
4877,164,6075,0.17
4009,101,7625,0.12
2985,130,6596,0.04
2223,197,1577,0.17
1995,6,1883,0.17
3337,87,177,0.09
1448,28,8161,0.02
260,208,8847,0.19
3034,164,1444,0.12
4161,230,6043,0.11
1876,130,2320,0.12
4574,37,4707,0.11
5008,41,5005,0.04
1294,199,7453,0.03
1710,194,7196,0.09
4686,104,9567,0.17
1914,178,,0.14
4138,160,8491,0.04
472,153,653,0.18
5069,146,132,0.04
4798,173,3823,0.15
543,170,6773,0.04
15,109,2961,0.03
3439,76,3912,0.2
4441,1,7060,0.04
3635,224,6975,0.02
3416,8,9700,0.07
434,90,4590,0.09
3674,227,1827,0.12
5097,222,5937,0.14
539,93,9574,0.18
2958,2,3223,0.11
3338,164,,0.19
754,157,7018,0.09
2808,106,8978,0.04
1499,148,96,0.03
3813,197,,0.16
4542,123,3458,0.13
3991,118,7451,0.1
4937,1,5809,0.08
442,21,121,0.1
782,125,4885,0.08
3273,178,2909,0.14
2918,38,9881,0.18
2321,111,2893,0.15
2294,31,7163,0.03
1434,97,,0.19
1150,96,4901,0.06
54,15,,0.15
4970,144,1579,0.09
3466,170,,0.17
3982,31,6594,0.06
1429,187,7389,0.2
2971,17,8678,0.12
992,219,5631,0.13
4560,133,938,0.12
3312,100,5279,0.17
3837,20,3326,0.16
803,37,7569,0.14
658,229,7236,0.03
3042,35,,0.04
5012,198,9748,0.16
2059,164,6797,0.18
3429,182,523,0.05
3822,70,1520,0.03
4947,87,2224,0.05
4859,69,,0.14
204,47,,0.17
2682,178,3205,0.1
2584,118,6689,0.07
204,63,2081,0.02
1665,114,5173,0.18
573,192,5287,0.13
4187,207,6986,0.16
503,116,,0.09
3999,75,3656,0.09
4399,186,232,0.03
4395,198,2393,0.1
876,16,8389,0.17
1168,208,6251,0.1
3885,173,,0.14
4196,171,,0.15
689,62,330,0.03
3878,104,6254,0.14
2652,6,,0.13
4406,206,8676,0.06
2410,192,6466,0.08
1384,214,6356,0.13
2678,39,285,0.18
2274,122,5261,0.05
3728,197,9874,0.18
2542,221,4843,0.05
2684,81,1756,0.11
2444,140,,0.12
4242,193,1452,0.14
2973,66,200,0.11
3772,128,8244,0.1
3910,27,342,0.08
3324,163,916,0.11
1751,71,5995,0.16
1320,228,4038,0.06
328,54,3806,0.05
1568,200,,0.06
3084,155,5510,0.16
2110,180,8453,0.12
4318,186,6029,0.15
2813,50,2142,0.01
2228,77,3345,0.17
2005,106,,0.01
4883,35,4612,0.09
3644,117,3398,0.19
1873,160,5467,0.13
771,204,1938,0.08
4833,48,9598,0.2
3618,190,1825,0.05
3838,150,4619,0.14
4837,103,8115,0.02
4420,170,999,0.02
659,124,,0.15
2247,215,2200,0.14
852,219,,0.04
3066,211,8150,0.06
3640,200,6190,0.03
351,112,8043,0.02
1360,195,2958,0.08
4984,48,3180,0.1
4124,94,,0.11
4187,70,6939,0.1
4790,220,4384,0.14
4279,217,3263,0.11
2530,124,,0.05
1064,114,6710,0.06
4253,51,2667,0.18
4343,213,6842,0.09
2643,159,6967,0.04
937,45,1791,0.05
4827,169,1786,0.06
2706,56,4796,0.2
4952,219,9917,0.06
4450,18,7248,0.11
1531,216,2005,0.03
195,143,4076,0.14
4617,217,3392,0.1
4879,185,4431,0.1
1008,76,2235,0.09
2124,143,951,0.06
4631,216,,0.08
4584,199,3694,0.04
872,164,5850,0.02
3483,228,1164,0.13
32,87,3510,0.15
682,8,6824,0.16
1042,81,7855,0.16
1451,86,7947,0.17
2001,118,4768,0.2
5023,40,4982,0.04
4086,219,,0.11
4176,18,3648,0.07
2486,82,4377,0.18
4812,27,,0.05
1132,57,1137,0.11
2170,41,3754,0.09
1972,168,3705,0.03
4065,106,6703,0.18
4627,71,9648,0.17
3517,218,9251,0.02
1782,182,8323,0.13
3273,198,9680,0.02
3705,103,80,0.13
2086,200,5043,0.14
2484,111,6233,0.06
1996,188,,0.07
3753,194,5280,0.13
305,224,1871,0.08
1736,45,5018,0.15
499,201,4415,0.02
4221,213,7264,0.03
2269,113,6552,0.12
1273,150,8409,0.06
977,13,3848,0.11
1643,151,2443,0.14
1143,19,8741,0.01
1356,73,769,0.17
425,178,4967,0.12
4928,63,6993,0.03
2072,170,506,0.13
5056,64,,0.11
18,147,3188,0.18
4234,152,5700,0.18
2813,211,7001,0.03
4103,77,1129,0.09
183,127,3920,0.05
4789,14,3754,0.1
4810,43,9791,0.09
1594,31,7625,0.18
3071,62,6430,0.01
2923,32,4373,0.16
1468,77,7454,0.13
3225,52,2889,0.04
1022,40,4428,0.18
1300,110,5438,0.19
929,114,6896,0.14
564,78,7102,0.04
1525,26,8791,0.05
2507,2,6422,0.16
2825,31,5275,0.04
4372,208,4263,0.02
986,114,,0.1
2020,88,4179,0.2
1188,52,7293,0.02
4545,127,3114,0.02
1091,223,5211,0.02
779,23,7760,0.07
338,137,4003,0.08
1311,171,385,0.08
1221,164,1635,0.09
1151,231,2831,0.02
1861,41,3540,0.14
3190,36,6598,0.16
5060,187,,0.16
781,178,8786,0.18
2487,97,8965,0.08
3903,88,4416,0.17
4264,124,7368,0.11
711,53,9118,0.19
2311,216,7239,0.19
4757,1,9657,0.08
3888,101,7491,0.15
720,231,5253,0.02
2988,54,6303,0.13
4431,49,5526,0.09
2921,169,2918,0.07
5022,142,7695,0.16
882,62,4661,0.15
1207,112,6020,0.04
248,100,2019,0.02
1949,230,5004,0.2
4666,69,5162,0.09
2392,225,7386,0.18
1809,58,9791,0.04
2559,43,,0.06
1082,2,8596,0.13
4002,155,,0.15
328,29,3610,0.11
2860,172,7962,0.16
1972,149,8420,0.04
