Product_id,Store_id,Sale_date,Sale_amount
2094,86,27:5:2005,29
3363,128,26:3:1994,10
4334,60,26:6:2017,1
4340,9,4:7:1989,11
4061,124,4:2:1985,11
2404,43,27:2:1938,24
3796,107,25:1:1910,4
2005,177,2:6:1991,27
2368,232,18:1:1955,8
1310,103,27:8:1960,6
209,123,13:11:1972,26
2706,110,6:4:1985,39
4712,212,5:9:2008,5
3461,3,2:11:1993,24
1185,206,22:1:2012,22
4332,80,2:12:2003,24
3334,122,20:6:1976,4
1298,188,26:6:2015,1
888,57,24:4:1995,4
1279,68,26:7:2010,14
4381,202,8:6:2003,15
2944,172,6:10:2015,18
3065,90,11:4:2013,0
3593,231,19:3:1990,12
380,98,2:11:2001,31
525,89,15:5:2006,32
4593,218,12:9:1922,4
2985,127,17:3:1946,14
4651,13,14:7:1999,30
3015,30,17:7:2014,15
1435,21,15:10:2015,16
718,167,12:3:1994,11
4812,94,28:7:1999,3
1937,107,8:9:1924,7
1698,119,14:2:1984,34
14,113,5:10:2006,34
4633,35,6:12:1977,12
2362,180,3:1:1911,41
3828,103,1:5:1951,21
1340,187,4:9:1967,11
192,116,28:10:2017,19
1148,2,9:9:1974,15
2237,5,28:2:2008,6
3681,212,23:11:1967,6
2200,92,30:12:2014,16
2643,194,18:4:2018,28
2649,93,22:8:2005,4
2564,94,20:1:1955,1
3344,84,24:9:1933,15
2581,129,30:10:2012,18
474,27,5:6:2011,4
2481,108,8:4:2018,32
626,188,23:7:2009,1
1711,130,31:5:1944,14
2669,54,13:9:2017,4
4296,114,30:12:2010,6
4381,76,28:2:1986,4
2726,3,3:4:2006,56
1496,135,5:6:1954,3
3751,201,10:5:1997,16
4381,116,26:2:2011,11
1871,157,1:1:1996,2
4881,137,6:6:1980,15
4129,18,29:1:2012,41
4380,130,2:11:2011,15
5030,42,18:4:1992,30
2526,193,30:4:1949,26
2943,208,12:10:2016,10
4010,218,15:10:1963,16
916,167,4:7:2011,41
981,132,19:7:1988,14
1679,104,24:7:2018,61
226,213,16:11:1978,36
145,34,21:1:2005,41
645,205,27:10:1943,31
3980,210,23:8:2016,0
3561,91,11:1:2018,2
4896,42,24:5:2015,46
175,30,25:5:2012,46
4867,223,7:12:1993,20
3760,210,22:7:2015,31
4432,35,15:7:1990,11
1459,124,13:10:1986,13
538,74,13:4:2005,11
1790,7,9:8:2016,5
4889,57,30:11:1946,9
3426,69,9:7:2012,25
660,209,13:11:2018,10
3914,170,1:12:2009,6
2185,122,17:10:2004,4
2774,123,13:8:1985,41
1109,179,28:1:2014,2
2075,220,13:3:2001,21
995,6,21:6:1988,1
426,120,29:8:1982,9
2265,1,30:5:2018,28
2900,130,19:3:1935,29
2508,167,20:10:2018,6
1001,57,16:2:1990,6
4517,198,12:1:1923,4
1572,81,24:2:1952,51
4090,187,3:9:1930,36
3491,12,12:1:2001,11
339,152,22:3:1989,51
996,209,11:2:1993,5
4712,151,22:2:2003,8
3171,228,6:7:2002,2
4809,175,4:7:1929,9
1150,203,13:10:1999,34
2083,187,5:11:1980,41
2920,98,20:7:2016,6
4151,147,5:9:1991,5
3133,101,18:12:2011,6
2774,163,29:3:2018,35
792,91,1:4:2003,46
3235,120,15:10:2008,2
4686,50,1:3:2017,18
3921,145,25:9:2007,6
1858,110,11:2:1930,34
2551,179,10:7:2016,19
572,52,17:1:1984,21
3661,109,21:1:2016,41
4922,180,25:12:1979,4
5086,163,20:3:2004,40
758,52,4:4:1991,11
2579,167,7:4:2002,20
4711,200,3:6:1951,20
2502,154,24:4:2016,3
2921,110,15:1:1981,9
467,129,28:1:2010,2
197,102,25:6:1951,14
2376,35,12:2:1996,17
4157,160,30:1:2016,29
2909,232,29:4:1967,30
972,70,22:1:2010,17
4312,52,11:12:1955,38
1049,97,15:12:2012,3
2868,97,22:3:2011,27
2231,40,25:9:2011,18
4964,35,29:4:2013,25
537,84,17:2:1925,6
3076,214,20:8:2012,10
11,23,23:9:2008,9
936,98,15:12:2012,6
4337,219,6:5:1988,6
4357,231,5:4:2002,17
2865,112,14:2:2013,23
1053,4,16:5:1977,22
2662,110,25:10:2009,20
4611,115,31:4:2015,41
2312,201,6:2:1997,4
1308,168,28:2:1995,16
3745,59,22:1:2011,6
4927,86,16:12:1998,31
727,28,25:12:1998,22
2610,187,9:11:2002,16
531,85,13:3:2015,20
219,226,4:5:1985,10
1967,139,14:9:2013,3
4818,23,14:4:1987,41
3089,71,3:7:2002,4
2380,65,24:4:1994,1
3193,170,9:11:2007,21
916,16,7:5:2002,46
3332,15,31:7:2016,8
3299,46,22:10:1952,37
535,162,16:6:2013,46
5032,98,5:4:2017,2
3621,38,12:10:2006,8
3001,97,24:12:1985,1
1491,67,6:12:1980,16
2511,166,29:12:2012,24
2785,212,27:6:2015,2
4938,209,30:2:2005,15
1013,207,2:1:2010,26
4393,164,19:6:1969,25
2579,62,2:4:1999,31
812,97,17:9:1986,11
3869,155,16:5:1987,36
355,168,9:11:2007,20
1772,201,19:4:2008,6
4154,133,30:7:2014,41
202,30,28:3:2012,14
3073,168,20:7:1987,36
2966,133,5:12:2002,21
1547,212,15:3:1971,16
2074,1,29:6:1999,12
2758,129,26:10:2001,4
3749,165,20:6:2007,51
3221,30,13:3:2011,4
3270,87,6:6:2007,1
853,151,9:10:2002,34
509,91,12:12:2017,4
942,197,3:11:1971,9
773,221,7:1:1998,44
717,115,11:6:2015,16
134,39,24:5:1927,15
1347,125,23:1:2018,6
3827,80,17:11:2018,16
274,204,22:2:2017,6
2326,142,11:7:1986,19
1440,13,3:5:1989,1
1123,91,27:8:2017,26
1054,80,2:1:2006,4
1982,84,10:8:1917,21
4248,45,25:4:2014,31
1413,192,14:3:1992,2
542,58,1:6:1976,0
1200,204,18:7:2017,0
4503,200,10:6:2006,21
2837,60,12:2:2017,38
2054,219,28:8:1948,12
3200,108,29:10:1998,31
297,113,22:1:1951,14
2730,85,20:2:1986,1
2930,11,8:6:1964,56
3165,196,14:6:2002,6
4571,207,27:10:2003,46
4777,93,12:1:1966,1
1375,143,13:7:1990,4
1452,165,4:12:2010,11
1610,107,9:9:1963,11
4592,54,25:8:1998,11
998,1,21:3:2014,46
4002,188,1:4:2009,2
1714,190,31:10:1973,21
378,181,8:12:1978,1
1555,149,14:9:2010,11
509,214,24:10:1968,16
4703,173,12:12:1993,4
5097,81,24:6:2011,30
2084,184,8:11:1980,46
4430,227,27:3:1938,27
3167,151,29:2:1994,34
1439,10,26:5:1994,28
4143,1,1:5:1996,24
460,157,1:2:2005,1
1011,107,26:10:1914,46
584,20,19:9:2004,54
1789,130,18:7:1946,3
3079,143,20:8:2002,4
3968,12,28:11:1996,11
3057,155,26:11:1966,11
1407,101,12:2:1994,18
1382,72,6:6:1988,12
310,78,20:12:1983,0
4962,215,30:1:2018,31
1518,25,20:8:1998,22
4631,223,28:12:2000,9
3039,192,9:9:1984,11
4552,95,19:9:1945,23
2935,20,31:9:2014,56
1160,134,17:9:1998,36
2493,33,30:7:2002,10
3007,231,16:10:1965,6
961,87,18:10:1979,31
3520,25,25:11:1974,19
2687,61,27:9:1972,26
641,19,16:12:1993,30
4660,143,30:6:2001,7
1222,166,8:10:2010,14
563,231,22:3:2017,20
616,187,8:2:1946,46
4852,24,13:1:2014,9
3602,188,31:5:2002,21
2219,94,26:7:1973,11
1865,31,13:12:1953,1
4260,154,2:11:2017,46
4379,213,3:10:2005,4
2924,218,22:12:1990,8
5104,210,24:4:2018,41
2066,78,28:7:1954,21
3043,166,7:1:1995,16
2828,221,4:9:1960,6
5061,33,5:2:2016,5
4522,111,14:6:2014,9
4259,19,21:1:2016,21
2764,212,28:3:1979,25
2601,154,15:2:2016,6
1223,218,19:3:1939,10
4773,222,10:12:1985,12
3289,133,31:8:2001,1
4239,111,9:2:2012,5
3433,128,8:2:1942,51
246,151,14:1:2018,21
3009,160,14:1:1971,1
3131,114,5:6:2009,23
909,9,7:11:1994,3
1131,26,27:2:1974,36
4877,56,14:5:1964,28
3164,184,12:9:1927,21
2559,168,6:10:2017,30
3685,77,7:5:2006,31
461,177,19:2:1982,19
247,184,20:8:1924,12
1071,115,9:1:2002,41
795,81,20:12:1987,9
230,42,25:12:1993,51
739,170,13:11:2015,5
4284,138,27:7:1988,13
4898,222,10:6:1995,22
673,57,20:6:1960,25
3217,26,30:5:1906,8
3874,140,17:9:2015,6
2545,25,20:5:2015,31
3173,139,11:6:2009,11
1755,36,23:6:1924,26
538,95,4:5:2018,8
3567,111,11:8:2011,14
4221,203,28:7:2008,30
791,96,5:8:2016,1
66,103,12:8:2014,36
1679,201,8:12:1978,34
63,56,10:12:2006,15
2378,125,10:4:1911,6
4419,27,4:9:2008,4
1339,103,30:4:1993,11
3417,49,28:3:2015,24
43,55,6:11:1967,26
86,189,20:10:1979,25
3596,63,26:11:1996,11
5051,57,29:12:1946,31
4336,202,21:12:2007,16
61,128,7:3:1942,6
2258,229,27:7:1944,16
5083,53,12:9:2004,8
3815,190,15:6:1989,41
3132,201,17:4:1986,6
4832,178,11:9:1953,6
4339,51,12:6:1976,29
2795,67,28:12:2000,36
4533,176,29:5:2011,1
2477,215,25:9:2009,16
926,18,26:8:1997,41
1546,52,9:6:1997,6
919,86,22:9:2012,11
4025,48,10:12:2014,11
751,15,31:12:2013,11
3248,86,27:11:2006,26
1405,55,13:1:1957,4
2813,99,18:9:2014,21
3287,163,11:10:2002,6
4608,175,29:7:1969,2
1400,94,3:4:1951,40
2833,40,26:3:1991,11
3210,95,31:3:1949,1
2492,161,29:11:1989,9
3276,181,31:2:1971,26
3647,128,18:11:1942,31
3213,130,20:5:1923,4
3897,86,5:9:2000,5
3017,84,7:11:1941,45
4968,232,6:12:1983,16
3823,103,21:4:1931,16
4838,123,7:3:1984,10
598,151,21:11:2018,6
347,125,26:8:1998,11
450,98,24:9:2012,27
4059,39,3:1:1980,18
141,202,23:5:2002,31
4562,207,30:5:2017,41
2007,65,25:4:1993,31
782,11,23:2:1906,31
1059,150,14:5:1921,19
656,120,25:7:1994,6
3571,125,6:11:1937,6
2383,161,10:5:1962,11
2989,75,5:3:1959,15
3084,75,5:6:1983,14
2182,167,17:1:1992,40
4257,150,4:1:1985,21
465,117,6:8:1986,3
727,7,7:6:2016,22
141,21,5:1:2016,41
33,185,4:3:2009,25
4185,81,4:6:1952,4
1170,227,18:4:1967,46
4850,140,18:7:2013,18
4613,220,10:8:2009,1
4973,231,5:10:2018,21
79,41,14:4:1971,51
1497,221,30:4:1955,2
4567,184,14:9:1918,26
2066,15,17:10:2010,0
1554,110,13:3:1966,38
215,74,22:4:2018,51
4060,154,1:8:2015,6
4707,53,25:1:1950,19
1765,29,9:4:1995,1
2675,80,16:12:2014,4
2058,34,29:2:1954,25
2765,223,25:8:1996,31
3284,217,21:9:1986,4
3314,180,5:9:1991,26
787,176,27:9:1995,44
1084,35,11:4:2013,16
2085,193,7:8:1985,23
1433,96,11:9:2015,6
1682,119,15:1:1957,29
869,43,3:8:1974,3
1012,51,31:3:1977,28
1760,141,3:11:1995,16
1877,156,8:8:1999,34
163,131,12:9:2014,14
523,11,2:10:2002,21
3195,95,18:1:2014,16
1939,141,29:12:1990,16
71,215,24:2:2006,14
1512,59,21:2:2012,1
128,198,27:3:1962,5
1608,76,23:1:2001,3
4849,159,31:11:1996,31
1957,139,29:5:2009,30
475,153,8:2:2016,21
4200,123,12:1:1969,21
808,148,20:12:2011,41
3130,111,10:6:2017,29
2915,106,7:11:1951,21
1890,175,31:2:2011,11
4098,66,15:9:2017,26
3448,213,3:8:1949,40
4977,119,14:12:1916,12
2573,167,31:8:1972,9
2777,70,24:8:1920,2
3289,206,31:11:2010,6
2273,149,15:3:1996,5
1692,124,4:5:1992,1
3015,215,16:8:2017,0
26,50,14:12:2017,2
2011,220,12:4:2012,36
4849,200,7:2:1963,46
3603,150,1:10:1925,24
3797,222,11:4:1991,18
1501,111,7:1:2012,3
381,32,21:5:2001,5
3467,224,8:8:2016,10
1513,128,27:5:1932,19
5014,171,18:5:1986,32
2792,115,24:2:2017,20
2843,48,17:12:1939,16
3796,62,22:6:2013,11
2101,189,11:11:1999,30
3882,19,25:4:1953,20
2862,31,6:7:2001,21
3528,20,26:1:2007,23
3882,38,11:9:2004,1
28,105,20:3:1994,8
4199,173,3:3:2000,24
4290,149,9:4:1987,21
1900,224,28:11:2018,32
636,146,31:5:2016,13
3081,199,22:11:2018,18
4747,6,20:2:2014,46
4500,135,5:8:1939,16
864,38,29:3:2006,59
4733,105,17:8:1979,1
2003,144,11:9:1998,11
967,186,31:9:2000,1
1990,37,18:2:1996,41
4377,178,11:3:1996,26
2319,172,28:7:2001,21
2804,154,10:7:2017,11
1565,66,22:12:2005,26
915,85,17:3:2003,8
2039,214,14:3:1924,10
558,119,28:7:1910,5
1375,34,8:2:1998,0
3307,12,17:9:2012,20
759,212,7:11:2015,41
2365,192,11:12:2014,46
3024,196,29:9:1961,6
1229,180,28:4:1906,19
2117,86,18:9:2016,21
3438,177,12:3:1962,28
2534,87,25:12:2004,14
3652,126,9:4:1980,11
2840,229,3:4:1969,4
1986,52,2:8:1978,24
3423,232,31:5:1947,4
4222,41,3:1:1996,16
3602,198,19:9:1943,38
2302,90,28:8:1993,21
4418,228,22:1:1939,9
4793,138,9:3:1984,16
2988,30,1:8:2013,5
3710,96,28:11:2016,36
1422,104,31:7:2004,41
3680,150,22:1:1970,16
4373,173,10:2:1977,16
4803,117,7:7:1934,29
2742,77,13:1:1963,30
5000,93,18:3:1968,26
4945,77,29:10:2000,15
998,128,12:9:1947,56
4970,175,27:3:1958,1
2968,94,6:2:2018,20
3015,42,10:2:2007,11
2322,156,28:5:1991,34
988,187,30:1:1957,16
2708,231,17:12:2016,21
2405,185,5:12:2007,20
410,117,28:8:1927,15
2119,214,27:10:1912,14
1281,99,15:2:2015,4
791,42,21:11:2006,3
4696,50,28:11:2018,19
1890,202,25:1:2006,1
3402,99,21:8:2014,4
536,23,4:6:1989,29
3511,163,18:3:1990,1
94,146,17:1:2013,14
3118,152,18:1:1997,11
2573,20,17:1:2001,1
3972,186,26:4:1976,46
3258,131,12:2:1969,36
4353,117,26:1:1974,19
4927,119,8:1:1925,31
3050,59,16:11:2016,16
2167,75,25:4:1944,26
4450,23,3:12:1992,24
1608,63,5:2:1993,5
3257,85,29:2:1995,46
1232,139,29:12:2016,21
1672,94,20:6:1998,22
3276,191,7:8:1980,51
2176,96,19:12:2017,33
2984,102,19:4:1953,41
615,147,17:6:1999,2
2988,2,27:7:1950,4
2004,46,26:7:1991,4
2972,1,17:9:2000,41
287,209,10:6:2002,24
1613,173,7:5:2007,16
3818,44,30:4:2016,6
1719,90,28:4:2005,2
2576,150,25:3:1980,32
783,106,27:1:1975,46
3739,97,17:7:2001,4
276,27,11:7:2003,4
2508,168,2:6:1938,9
2672,49,10:7:2005,13
2366,19,14:2:1981,4
2536,206,28:6:2015,11
1084,162,8:7:2009,11
1973,14,21:8:2013,6
1963,70,21:12:2009,20
532,48,3:4:1957,4
3815,23,15:2:2016,41
4585,96,31:9:2018,11
504,46,1:8:1949,41
352,8,27:10:1973,4
976,171,23:2:1957,5
1515,5,29:5:1977,50
2527,74,23:12:1996,6
1976,215,13:9:2005,10
4711,135,2:7:1943,31
4347,153,28:4:2013,41
1286,161,11:4:2013,11
210,55,23:9:1988,41
2664,195,19:9:2007,10
1431,174,16:8:2003,19
348,101,31:2:1997,19
2944,158,28:2:1978,30
4001,50,31:5:2017,4
948,178,30:8:1959,21
3566,205,30:5:1966,14
4085,73,17:2:1991,14
1882,3,15:9:2012,41
2721,6,27:10:1982,4
1183,108,4:12:2002,36
4603,114,9:6:2009,11
5057,157,27:10:1955,6
1120,18,4:11:2003,7
2393,148,10:5:1970,2
2169,69,2:4:2016,30
1783,224,29:7:2016,26
3736,188,6:7:2008,19
4594,96,5:9:2018,1
4668,124,6:12:1986,14
2482,112,10:4:2015,4
2542,120,29:4:2000,30
1638,195,18:8:2017,21
4932,16,19:1:2016,2
3975,218,10:5:1962,33
3857,151,6:7:2000,25
4657,220,20:11:2010,16
2652,65,20:6:1995,20
4346,46,9:10:1973,36
4169,82,20:12:1967,7
4846,19,14:7:1946,18
2871,226,20:8:2018,7
2848,93,12:3:1960,35
1170,190,20:12:1969,46
4713,154,25:12:2018,9
4103,16,8:8:1976,16
3808,99,28:3:2015,45
3142,55,1:11:1948,24
1436,14,10:1:2000,2
2603,74,27:10:2015,5
2512,12,3:6:1991,31
1264,54,3:9:1999,4
2538,85,1:4:2002,31
4308,8,10:2:1950,6
3550,80,8:4:2012,27
2,68,1:11:2014,27
2267,143,19:9:2004,15
4395,13,28:7:2011,31
3431,136,15:9:2012,11
4456,182,4:4:2002,56
537,55,8:5:1982,26
2763,134,23:4:1948,23
3695,56,22:1:1993,41
1490,177,25:10:2017,8
1444,89,15:8:2013,9
3850,82,31:6:2014,28
2210,196,11:11:1989,36
3403,166,4:4:1978,16
1582,3,22:5:1991,29
2282,170,13:1:2016,24
4568,13,6:3:2008,31
2950,188,2:7:2010,30
3641,14,29:6:2018,9
1544,136,5:3:2014,15
146,19,30:10:1979,41
4780,50,7:3:2018,3
4617,115,28:11:2017,17
4191,105,8:3:1997,34
2246,18,14:2:1996,32
3547,28,28:1:2014,11
4322,48,5:9:1916,16
2963,53,2:7:1936,1
279,16,11:12:1959,4
1061,26,3:8:1956,4
599,138,23:5:2010,7
2325,11,6:12:2015,10
988,26,24:12:1925,10
3256,214,21:1:1972,34
1418,219,30:4:1957,26
3354,103,21:12:1920,16
694,220,25:1:2017,21
4572,173,16:5:1991,32
4942,75,19:6:1930,2
1119,182,29:10:1978,56
3425,191,18:12:1983,19
2474,99,6:3:2015,36
2770,176,16:9:1978,20
5018,94,25:7:1967,29
2780,138,9:11:2013,23
3343,24,2:5:2010,31
2197,79,26:8:2005,31
4992,88,27:5:2016,19
3224,11,15:7:1960,36
455,23,19:9:2016,13
2869,210,17:10:2016,21
4598,167,17:8:1964,9
4031,37,27:11:2018,36
2225,170,9:2:2009,21
209,58,20:2:1995,35
3263,192,6:7:1995,1
821,153,29:12:2003,29
608,73,21:2:2017,12
2,52,27:2:1989,36
940,122,7:1:1961,46
679,167,21:9:1956,16
2732,131,10:6:1958,16
861,133,1:2:2016,9
3086,85,30:2:2008,51
3878,164,7:11:1998,16
3238,209,14:7:2018,24
3306,183,6:4:1970,16
4033,220,22:9:2016,31
3943,122,9:4:2014,36
5018,151,26:1:2012,37
4247,52,9:7:1976,19
1467,44,7:1:1986,26
4342,229,6:9:2018,31
3052,52,27:4:1958,29
4444,40,14:1:1985,16
549,52,5:10:1955,22
332,34,30:5:1975,51
284,118,21:12:2010,27
4458,185,8:3:2017,10
469,5,16:2:1999,4
2485,208,6:8:1990,4
3062,89,1:10:2010,19
2445,159,30:2:1988,25
2980,81,2:2:2007,26
511,145,25:7:1988,4
528,55,9:3:1971,19
1429,214,6:9:2009,16
3931,37,4:12:2012,7
2306,95,27:4:1941,20
2154,62,28:10:1998,41
389,128,29:11:1961,26
1412,113,5:5:1981,8
2232,49,22:12:2017,1
1656,215,21:7:2006,24
1078,221,11:3:2013,45
4989,84,16:10:1997,41
594,228,13:7:1953,31
789,219,17:12:2007,16
3521,173,2:3:1963,6
78,18,3:4:1989,31
3874,60,20:4:2017,9
3470,198,30:8:1928,6
3690,2,3:4:1997,3
3228,40,12:1:2001,31
1349,179,10:12:2016,1
1153,37,22:3:2001,24
2533,145,9:10:2014,46
461,164,17:2:1987,1
4403,214,22:9:1994,45
832,153,22:3:2008,15
4176,151,7:10:2017,31
1004,143,3:8:2000,30
1113,28,18:4:2004,61
1738,75,15:7:1986,9
4214,206,10:9:2010,31
1714,20,6:9:2005,21
1215,224,16:4:2016,26
3362,64,20:12:2014,11
2307,190,29:12:1996,4
631,176,28:11:1959,21
4737,140,29:2:1983,36
1933,44,10:1:1985,13
3916,206,28:12:2015,11
3193,74,17:9:2015,6
394,62,26:9:2010,27
1902,136,3:4:2015,19
3735,74,15:12:1994,26
123,202,12:6:2010,11
2772,164,1:6:2012,24
2443,141,5:8:1932,46
776,12,25:11:2013,36
3515,43,1:11:1955,1
2377,193,5:3:1965,36
3501,128,27:2:1998,31
730,46,10:1:1992,16
1900,178,3:10:2008,36
4262,63,21:5:2016,26
1177,215,2:10:2012,8
2078,35,13:11:1977,16
4411,46,31:3:1951,16
1023,44,17:3:2001,15
2980,216,30:9:2016,31
4832,27,19:5:2002,3
3446,104,23:12:1941,9
3527,56,10:6:1947,18
2147,54,19:10:2000,36
4964,181,25:1:1999,24
2073,2,3:6:1984,60
2042,163,16:8:1994,24
2217,180,16:11:1929,9
3512,60,16:3:2018,35
3145,194,23:6:2018,1
1107,192,24:3:2007,21
3395,161,26:11:1998,36
950,189,18:12:2005,24
775,165,25:7:2009,2
4726,230,18:9:2002,14
1959,77,12:11:1935,26
3553,29,20:1:1958,4
1568,142,12:4:1997,56
728,171,13:7:1968,21
1446,192,29:11:2016,31
2726,28,28:3:2006,61
4281,166,23:8:1985,1
646,121,18:8:1993,16
3542,119,11:7:1961,22
4949,190,24:6:1964,36
46,27,1:12:2006,25
4956,67,12:8:1974,9
4910,96,7:4:2018,10
4411,199,9:8:2018,51
2003,99,13:5:2018,7
2775,70,21:11:2015,9
848,83,28:6:2005,30
3987,52,22:12:2003,35
3857,15,3:8:2017,50
3688,82,9:5:2001,14
4568,48,28:9:1984,51
1145,166,30:9:2009,15
4797,170,25:11:2016,6
3523,200,10:10:1957,1
379,77,28:10:2004,4
4822,144,9:2:1961,33
3036,89,24:11:2018,4
1080,187,1:1:1986,17
4838,183,6:4:1955,13
126,69,9:2:2007,45
1768,91,3:5:2004,2
4198,89,4:2:2011,41
1386,14,18:6:2005,6
2791,12,28:11:2013,12
3618,144,2:7:2014,31
2460,81,10:6:1960,30
3238,51,16:1:1981,12
3468,78,22:7:1967,1
2562,99,21:6:2017,36
2003,228,20:11:1995,10
3094,210,25:7:2018,11
3303,212,2:4:1971,1
2845,81,26:8:1960,1
2435,102,19:2:1989,11
4348,122,2:1:1956,21
1725,107,9:1:1970,31
3692,73,20:8:1982,15
3237,91,5:2:2018,41
4131,146,28:6:1985,6
602,178,21:4:1961,38
2633,212,4:10:1996,6
1448,164,29:11:1969,11
1176,163,21:3:1983,0
4942,192,5:9:2006,1
219,148,24:9:2017,20
3197,209,26:2:1997,28
488,58,11:12:1958,29
3727,96,20:10:2018,23
4333,87,25:1:1997,1
3519,46,1:2:2007,41
4919,5,26:9:2001,25
148,134,19:7:1926,6
1037,50,11:9:2018,9
2298,120,24:2:2016,4
3826,211,24:7:2011,2
919,9,30:12:2011,25
1698,40,9:4:1978,20
2016,190,23:11:1995,5
4080,46,24:10:1965,21
3188,32,11:4:2004,6
2041,58,16:1:1977,24
2282,170,24:8:2016,26
4971,145,28:7:1988,13
3085,7,8:5:2016,24
466,70,24:8:1950,5
3584,88,16:9:1963,31
1551,12,23:1:2006,1
2776,225,19:10:1997,36
2376,178,28:4:2012,24
3762,51,29:6:2015,5
4123,109,25:1:2016,26
4273,165,7:11:2012,5
989,191,8:1:1960,21
259,196,26:7:2008,41
4456,6,17:11:2003,51
43,203,3:6:1978,23
4973,88,29:9:1960,21
3025,133,16:12:1997,6
1013,91,14:5:1995,18
1395,37,2:5:2005,20
3582,202,28:4:2008,20
4591,207,10:4:2008,6
186,195,22:5:2005,22
3620,16,22:4:1941,31
527,68,6:6:2016,9
397,137,22:11:2004,4
1708,100,19:12:1948,7
1755,122,29:2:1984,0
1305,150,11:9:1997,7
105,50,22:10:2018,19
3487,200,16:11:1945,16
2164,20,6:8:2001,11
3295,219,14:9:2017,24
705,44,17:11:1998,25
3232,140,15:5:1998,29
4451,31,5:11:1952,5
2572,17,3:6:1999,6
4635,137,3:7:1986,19
3862,62,5:12:2015,2
3955,160,6:12:2015,6
2014,157,29:10:1994,14
1083,102,10:9:1941,36
1545,116,2:8:1990,15
3943,165,9:11:2001,16
4252,49,15:4:2011,14
5024,172,14:2:1978,36
1426,161,12:3:1968,7
1657,111,11:6:2011,41
2735,159,12:2:1981,24
4046,116,4:8:2008,54
1871,169,14:9:1943,2
3781,152,18:9:1993,41
1807,20,5:12:2013,16
3679,48,14:1:1997,19
3863,81,5:11:1975,9
1353,12,13:1:1988,11
1013,128,25:12:1920,12
4244,166,27:3:1987,15
1092,17,30:4:1967,23
1744,177,5:3:2009,19
4423,26,21:11:1985,10
628,182,2:3:2016,26
1128,124,22:2:1999,5
3131,176,25:8:1952,21
94,119,29:7:1916,10
2772,184,9:4:1968,29
3032,180,6:11:1948,29
880,164,8:8:1953,41
2297,58,9:8:1958,0
4527,185,12:11:2013,11
4815,16,12:10:1992,31
2602,88,4:9:1963,36
2164,98,3:8:1996,14
1377,173,24:6:1966,4
5070,167,13:5:2012,36
415,218,29:7:1940,4
65,192,11:5:2003,29
1645,83,16:10:1996,2
4556,60,18:3:2018,20
4561,108,17:7:2009,14
4875,87,13:4:1999,11
1509,142,21:10:2018,3
2289,178,11:8:1949,39
4423,95,30:9:2018,21
2724,164,12:1:1963,36
4548,208,17:12:1990,29
4667,31,19:1:2017,9
4580,208,30:3:1996,26
4532,70,6:7:1947,4
165,110,5:1:1970,41
4431,27,20:11:2004,11
4268,149,17:9:1986,18
1081,141,14:11:1947,2
3684,216,10:2:2014,27
1316,55,30:9:1942,56
3456,22,10:5:1964,36
637,84,9:9:1917,1
3189,144,28:11:1980,19
1615,143,6:4:1990,1
4872,62,22:6:1994,51
3696,193,23:8:1952,51
4535,80,3:5:2010,26
2739,50,12:4:2018,20
1018,185,1:11:2007,22
3436,65,21:8:1999,10
144,190,26:1:2000,1
1102,7,25:2:2016,24
3565,21,10:11:2016,31
4848,158,27:12:1988,9
4147,65,17:4:2007,21
3048,23,7:5:1988,1
4176,130,7:11:1916,18
3589,154,5:7:2016,32
2368,3,5:11:1988,11
474,88,31:11:1992,11
3608,124,27:1:1998,16
1986,114,10:8:2012,12
2199,158,2:9:1998,20
3867,109,14:10:2009,11
876,54,24:9:1996,28
3528,78,22:11:1926,24
4725,9,10:5:1983,6
2473,88,26:5:2006,9
4644,134,25:3:1963,4
3930,46,16:4:1986,46
4375,42,14:12:2001,23
2298,130,4:3:1918,11
3778,197,19:2:1996,6
571,44,7:1:1985,15
927,203,8:1:1964,1
218,159,7:12:2013,14
4461,173,10:8:1968,29
3001,30,27:5:2018,14
3470,63,23:9:1998,6
4949,220,25:8:2011,51
2396,83,17:9:1998,3
4864,74,4:1:2004,15
4438,219,13:6:1955,16
15,82,10:9:1952,19
132,204,6:7:1953,4
3943,81,26:7:1939,32
280,198,17:1:1976,8
2246,211,9:2:2005,18
4335,58,23:12:2009,4
4049,126,21:3:1974,16
2133,11,18:10:1948,10
2982,193,3:12:1999,6
3442,134,13:9:1991,41
2893,87,5:3:1976,34
2425,196,19:4:1969,31
2375,164,28:10:1956,24
3985,156,16:7:2002,34
559,8,16:1:1978,24
2868,71,25:7:2005,25
4626,186,28:2:2011,6
2935,140,2:9:2013,16
1303,156,7:5:1996,6
3535,147,16:4:1980,2
3019,189,15:8:2005,51
3794,125,14:2:1959,51
2279,126,13:5:1937,27
978,17,28:1:1952,39
2672,203,27:11:1968,9
2413,146,24:10:1998,16
3462,9,24:3:1980,20
26,4,8:11:1991,3
2736,151,26:4:2002,5
1552,30,7:6:2012,12
1972,141,11:11:1990,25
4136,74,5:1:2017,46
3993,98,5:12:2005,16
97,73,25:3:2018,1
914,27,12:11:2004,24
1593,35,10:8:1987,29
1866,206,28:11:2013,16
4412,2,10:9:1934,51
1035,197,13:4:1999,36
199,151,22:2:2009,46
1662,71,27:9:2000,9
4744,213,4:1:2015,1
3249,33,6:12:2007,16
1494,42,3:1:2001,1
